"","type","batch"
"cell 5351","ductal","smartseq2"
"cell 5352","ductal","smartseq2"
"cell 5353","ductal","smartseq2"
"cell 5354","ductal","smartseq2"
"cell 5355","ductal","smartseq2"
"cell 5356","ductal","smartseq2"
"cell 5357","ductal","smartseq2"
"cell 5358","ductal","smartseq2"
"cell 5359","ductal","smartseq2"
"cell 5360","ductal","smartseq2"
"cell 5361","ductal","smartseq2"
"cell 5362","ductal","smartseq2"
"cell 5363","ductal","smartseq2"
"cell 5364","ductal","smartseq2"
"cell 5365","ductal","smartseq2"
"cell 5366","ductal","smartseq2"
"cell 5367","ductal","smartseq2"
"cell 5368","ductal","smartseq2"
"cell 5369","ductal","smartseq2"
"cell 5370","ductal","smartseq2"
"cell 5371","ductal","smartseq2"
"cell 5372","ductal","smartseq2"
"cell 5373","ductal","smartseq2"
"cell 5374","ductal","smartseq2"
"cell 5375","ductal","smartseq2"
"cell 5376","ductal","smartseq2"
"cell 5377","ductal","smartseq2"
"cell 5378","ductal","smartseq2"
"cell 5379","ductal","smartseq2"
"cell 5380","ductal","smartseq2"
"cell 5381","ductal","smartseq2"
"cell 5382","ductal","smartseq2"
"cell 5383","ductal","smartseq2"
"cell 5384","ductal","smartseq2"
"cell 5385","ductal","smartseq2"
"cell 5386","ductal","smartseq2"
"cell 5387","ductal","smartseq2"
"cell 5388","ductal","smartseq2"
"cell 5389","ductal","smartseq2"
"cell 5390","ductal","smartseq2"
"cell 5391","ductal","smartseq2"
"cell 5392","ductal","smartseq2"
"cell 5393","ductal","smartseq2"
"cell 5394","ductal","smartseq2"
"cell 5395","ductal","smartseq2"
"cell 5396","ductal","smartseq2"
"cell 5397","ductal","smartseq2"
"cell 5398","ductal","smartseq2"
"cell 5399","ductal","smartseq2"
"cell 5400","ductal","smartseq2"
"cell 5401","ductal","smartseq2"
"cell 5402","ductal","smartseq2"
"cell 5403","ductal","smartseq2"
"cell 5404","ductal","smartseq2"
"cell 5405","ductal","smartseq2"
"cell 5406","ductal","smartseq2"
"cell 5407","ductal","smartseq2"
"cell 5408","ductal","smartseq2"
"cell 5409","ductal","smartseq2"
"cell 5410","ductal","smartseq2"
"cell 5411","ductal","smartseq2"
"cell 5412","ductal","smartseq2"
"cell 5413","ductal","smartseq2"
"cell 5414","ductal","smartseq2"
"cell 5415","ductal","smartseq2"
"cell 5416","ductal","smartseq2"
"cell 5417","ductal","smartseq2"
"cell 5418","ductal","smartseq2"
"cell 5419","ductal","smartseq2"
"cell 5420","ductal","smartseq2"
"cell 5421","ductal","smartseq2"
"cell 5422","ductal","smartseq2"
"cell 5423","ductal","smartseq2"
"cell 5424","ductal","smartseq2"
"cell 5425","ductal","smartseq2"
"cell 5426","ductal","smartseq2"
"cell 5427","ductal","smartseq2"
"cell 5428","ductal","smartseq2"
"cell 5429","ductal","smartseq2"
"cell 5430","ductal","smartseq2"
"cell 5431","ductal","smartseq2"
"cell 5432","ductal","smartseq2"
"cell 5433","ductal","smartseq2"
"cell 5434","ductal","smartseq2"
"cell 5435","ductal","smartseq2"
"cell 5436","ductal","smartseq2"
"cell 5437","ductal","smartseq2"
"cell 5438","ductal","smartseq2"
"cell 5439","ductal","smartseq2"
"cell 5440","ductal","smartseq2"
"cell 5441","ductal","smartseq2"
"cell 5442","ductal","smartseq2"
"cell 5443","ductal","smartseq2"
"cell 5444","ductal","smartseq2"
"cell 5445","ductal","smartseq2"
"cell 5446","ductal","smartseq2"
"cell 5447","ductal","smartseq2"
"cell 5448","ductal","smartseq2"
"cell 5449","ductal","smartseq2"
"cell 5450","ductal","smartseq2"
"cell 5451","ductal","smartseq2"
"cell 5452","ductal","smartseq2"
"cell 5453","ductal","smartseq2"
"cell 5454","ductal","smartseq2"
"cell 5455","ductal","smartseq2"
"cell 5456","ductal","smartseq2"
"cell 5457","ductal","smartseq2"
"cell 5458","ductal","smartseq2"
"cell 5459","ductal","smartseq2"
"cell 5460","ductal","smartseq2"
"cell 5461","ductal","smartseq2"
"cell 5462","ductal","smartseq2"
"cell 5463","ductal","smartseq2"
"cell 5464","ductal","smartseq2"
"cell 5465","ductal","smartseq2"
"cell 5466","ductal","smartseq2"
"cell 5467","ductal","smartseq2"
"cell 5468","ductal","smartseq2"
"cell 5469","ductal","smartseq2"
"cell 5470","ductal","smartseq2"
"cell 5471","ductal","smartseq2"
"cell 5472","ductal","smartseq2"
"cell 5473","ductal","smartseq2"
"cell 5474","ductal","smartseq2"
"cell 5475","ductal","smartseq2"
"cell 5476","ductal","smartseq2"
"cell 5477","ductal","smartseq2"
"cell 5478","ductal","smartseq2"
"cell 5479","ductal","smartseq2"
"cell 5480","ductal","smartseq2"
"cell 5481","ductal","smartseq2"
"cell 5482","ductal","smartseq2"
"cell 5483","ductal","smartseq2"
"cell 5484","ductal","smartseq2"
"cell 5485","ductal","smartseq2"
"cell 5486","ductal","smartseq2"
"cell 5487","ductal","smartseq2"
"cell 5488","ductal","smartseq2"
"cell 5489","ductal","smartseq2"
"cell 5490","ductal","smartseq2"
"cell 5491","ductal","smartseq2"
"cell 5492","ductal","smartseq2"
"cell 5493","ductal","smartseq2"
"cell 5494","ductal","smartseq2"
"cell 5495","ductal","smartseq2"
"cell 5496","ductal","smartseq2"
"cell 5497","ductal","smartseq2"
"cell 5498","ductal","smartseq2"
"cell 5499","ductal","smartseq2"
"cell 5500","ductal","smartseq2"
"cell 5501","ductal","smartseq2"
"cell 5502","ductal","smartseq2"
"cell 5503","ductal","smartseq2"
"cell 5504","ductal","smartseq2"
"cell 5505","ductal","smartseq2"
"cell 5506","ductal","smartseq2"
"cell 5507","ductal","smartseq2"
"cell 5508","ductal","smartseq2"
"cell 5509","ductal","smartseq2"
"cell 5510","ductal","smartseq2"
"cell 5511","ductal","smartseq2"
"cell 5512","ductal","smartseq2"
"cell 5513","ductal","smartseq2"
"cell 5514","ductal","smartseq2"
"cell 5515","ductal","smartseq2"
"cell 5516","ductal","smartseq2"
"cell 5517","ductal","smartseq2"
"cell 5518","ductal","smartseq2"
"cell 5519","ductal","smartseq2"
"cell 5520","ductal","smartseq2"
"cell 5521","ductal","smartseq2"
"cell 5522","ductal","smartseq2"
"cell 5523","ductal","smartseq2"
"cell 5524","ductal","smartseq2"
"cell 5525","ductal","smartseq2"
"cell 5526","ductal","smartseq2"
"cell 5527","ductal","smartseq2"
"cell 5528","ductal","smartseq2"
"cell 5529","ductal","smartseq2"
"cell 5530","ductal","smartseq2"
"cell 5531","ductal","smartseq2"
"cell 5532","ductal","smartseq2"
"cell 5533","ductal","smartseq2"
"cell 5534","ductal","smartseq2"
"cell 5535","ductal","smartseq2"
"cell 5536","ductal","smartseq2"
"cell 5537","ductal","smartseq2"
"cell 5538","ductal","smartseq2"
"cell 5539","ductal","smartseq2"
"cell 5540","ductal","smartseq2"
"cell 5541","ductal","smartseq2"
"cell 5542","ductal","smartseq2"
"cell 5543","ductal","smartseq2"
"cell 5544","ductal","smartseq2"
"cell 5545","ductal","smartseq2"
"cell 5546","ductal","smartseq2"
"cell 5547","ductal","smartseq2"
"cell 5548","ductal","smartseq2"
"cell 5549","ductal","smartseq2"
"cell 5550","ductal","smartseq2"
"cell 5551","ductal","smartseq2"
"cell 5552","ductal","smartseq2"
"cell 5553","ductal","smartseq2"
"cell 5554","ductal","smartseq2"
"cell 5555","ductal","smartseq2"
"cell 5556","ductal","smartseq2"
"cell 5557","ductal","smartseq2"
"cell 5558","ductal","smartseq2"
"cell 5559","ductal","smartseq2"
"cell 5560","ductal","smartseq2"
"cell 5561","ductal","smartseq2"
"cell 5562","ductal","smartseq2"
"cell 5563","ductal","smartseq2"
"cell 5564","ductal","smartseq2"
"cell 5565","ductal","smartseq2"
"cell 5566","ductal","smartseq2"
"cell 5567","ductal","smartseq2"
"cell 5568","ductal","smartseq2"
"cell 5569","ductal","smartseq2"
"cell 5570","ductal","smartseq2"
"cell 5571","ductal","smartseq2"
"cell 5572","ductal","smartseq2"
"cell 5573","ductal","smartseq2"
"cell 5574","ductal","smartseq2"
"cell 5575","ductal","smartseq2"
"cell 5576","ductal","smartseq2"
"cell 5577","ductal","smartseq2"
"cell 5578","ductal","smartseq2"
"cell 5579","ductal","smartseq2"
"cell 5580","ductal","smartseq2"
"cell 5581","ductal","smartseq2"
"cell 5582","ductal","smartseq2"
"cell 5583","ductal","smartseq2"
"cell 5584","ductal","smartseq2"
"cell 5585","ductal","smartseq2"
"cell 5586","ductal","smartseq2"
"cell 5587","ductal","smartseq2"
"cell 5588","ductal","smartseq2"
"cell 5589","ductal","smartseq2"
"cell 5590","ductal","smartseq2"
"cell 5591","ductal","smartseq2"
"cell 5592","ductal","smartseq2"
"cell 5593","ductal","smartseq2"
"cell 5594","ductal","smartseq2"
"cell 5595","ductal","smartseq2"
"cell 5596","ductal","smartseq2"
"cell 5597","ductal","smartseq2"
"cell 5598","ductal","smartseq2"
"cell 5599","ductal","smartseq2"
"cell 5600","ductal","smartseq2"
"cell 5601","ductal","smartseq2"
"cell 5602","ductal","smartseq2"
"cell 5603","ductal","smartseq2"
"cell 5604","ductal","smartseq2"
"cell 5605","ductal","smartseq2"
"cell 5606","ductal","smartseq2"
"cell 5607","ductal","smartseq2"
"cell 5608","ductal","smartseq2"
"cell 5609","ductal","smartseq2"
"cell 5610","ductal","smartseq2"
"cell 5611","ductal","smartseq2"
"cell 5612","ductal","smartseq2"
"cell 5613","ductal","smartseq2"
"cell 5614","ductal","smartseq2"
"cell 5615","ductal","smartseq2"
"cell 5616","ductal","smartseq2"
"cell 5617","ductal","smartseq2"
"cell 5618","ductal","smartseq2"
"cell 5619","ductal","smartseq2"
"cell 5620","ductal","smartseq2"
"cell 5621","ductal","smartseq2"
"cell 5622","ductal","smartseq2"
"cell 5623","ductal","smartseq2"
"cell 5624","ductal","smartseq2"
"cell 5625","ductal","smartseq2"
"cell 5626","ductal","smartseq2"
"cell 5627","ductal","smartseq2"
"cell 5628","ductal","smartseq2"
"cell 5629","ductal","smartseq2"
"cell 5630","ductal","smartseq2"
"cell 5631","ductal","smartseq2"
"cell 5632","ductal","smartseq2"
"cell 5633","ductal","smartseq2"
"cell 5634","ductal","smartseq2"
"cell 5635","ductal","smartseq2"
"cell 5636","ductal","smartseq2"
"cell 5637","ductal","smartseq2"
"cell 5638","ductal","smartseq2"
"cell 5639","ductal","smartseq2"
"cell 5640","ductal","smartseq2"
"cell 5641","ductal","smartseq2"
"cell 5642","ductal","smartseq2"
"cell 5643","ductal","smartseq2"
"cell 5644","ductal","smartseq2"
"cell 5645","ductal","smartseq2"
"cell 5646","ductal","smartseq2"
"cell 5647","ductal","smartseq2"
"cell 5648","ductal","smartseq2"
"cell 5649","ductal","smartseq2"
"cell 5650","ductal","smartseq2"
"cell 5651","ductal","smartseq2"
"cell 5652","ductal","smartseq2"
"cell 5653","ductal","smartseq2"
"cell 5654","ductal","smartseq2"
"cell 5655","ductal","smartseq2"
"cell 5656","ductal","smartseq2"
"cell 5657","ductal","smartseq2"
"cell 5658","ductal","smartseq2"
"cell 5659","ductal","smartseq2"
"cell 5660","ductal","smartseq2"
"cell 5661","ductal","smartseq2"
"cell 5662","ductal","smartseq2"
"cell 5663","ductal","smartseq2"
"cell 5664","ductal","smartseq2"
"cell 5665","ductal","smartseq2"
"cell 5666","ductal","smartseq2"
"cell 5667","ductal","smartseq2"
"cell 5668","ductal","smartseq2"
"cell 5669","ductal","smartseq2"
"cell 5670","ductal","smartseq2"
"cell 5671","ductal","smartseq2"
"cell 5672","ductal","smartseq2"
"cell 5673","ductal","smartseq2"
"cell 5674","ductal","smartseq2"
"cell 5675","ductal","smartseq2"
"cell 5676","ductal","smartseq2"
"cell 5677","ductal","smartseq2"
"cell 5678","ductal","smartseq2"
"cell 5679","ductal","smartseq2"
"cell 5680","ductal","smartseq2"
"cell 5681","ductal","smartseq2"
"cell 5682","ductal","smartseq2"
"cell 5683","ductal","smartseq2"
"cell 5684","ductal","smartseq2"
"cell 5685","ductal","smartseq2"
"cell 5686","ductal","smartseq2"
"cell 5687","ductal","smartseq2"
"cell 5688","ductal","smartseq2"
"cell 5689","ductal","smartseq2"
"cell 5690","ductal","smartseq2"
"cell 5691","ductal","smartseq2"
"cell 5692","ductal","smartseq2"
"cell 5693","ductal","smartseq2"
"cell 5694","ductal","smartseq2"
"cell 5695","ductal","smartseq2"
"cell 5696","ductal","smartseq2"
"cell 5697","ductal","smartseq2"
"cell 5698","ductal","smartseq2"
"cell 5699","ductal","smartseq2"
"cell 5700","ductal","smartseq2"
"cell 5701","ductal","smartseq2"
"cell 5702","ductal","smartseq2"
"cell 5703","ductal","smartseq2"
"cell 5704","ductal","smartseq2"
"cell 5705","ductal","smartseq2"
"cell 5706","ductal","smartseq2"
"cell 5707","ductal","smartseq2"
"cell 5708","ductal","smartseq2"
"cell 5709","ductal","smartseq2"
"cell 5710","ductal","smartseq2"
"cell 5711","ductal","smartseq2"
"cell 5712","ductal","smartseq2"
"cell 5713","ductal","smartseq2"
"cell 5714","ductal","smartseq2"
"cell 5715","ductal","smartseq2"
"cell 5716","ductal","smartseq2"
"cell 5717","ductal","smartseq2"
"cell 5718","ductal","smartseq2"
"cell 5719","ductal","smartseq2"
"cell 5720","ductal","smartseq2"
"cell 5721","ductal","smartseq2"
"cell 5722","ductal","smartseq2"
"cell 5723","ductal","smartseq2"
"cell 5724","ductal","smartseq2"
"cell 5725","ductal","smartseq2"
"cell 5726","ductal","smartseq2"
"cell 5727","ductal","smartseq2"
"cell 5728","ductal","smartseq2"
"cell 5729","ductal","smartseq2"
"cell 5730","ductal","smartseq2"
"cell 5731","ductal","smartseq2"
"cell 5732","ductal","smartseq2"
"cell 5733","ductal","smartseq2"
"cell 5734","ductal","smartseq2"
"cell 5735","ductal","smartseq2"
"cell 5736","ductal","smartseq2"
"cell 5737","ductal","smartseq2"
"cell 5738","ductal","smartseq2"
"cell 5739","ductal","smartseq2"
"cell 5740","ductal","smartseq2"
"cell 5741","ductal","smartseq2"
"cell 5742","ductal","smartseq2"
"cell 5743","ductal","smartseq2"
"cell 5744","ductal","smartseq2"
"cell 5745","ductal","smartseq2"
"cell 5746","ductal","smartseq2"
"cell 5747","ductal","smartseq2"
"cell 5748","ductal","smartseq2"
"cell 5749","ductal","smartseq2"
"cell 5750","ductal","smartseq2"
"cell 5751","ductal","smartseq2"
"cell 5752","ductal","smartseq2"
"cell 5753","ductal","smartseq2"
"cell 5754","ductal","smartseq2"
"cell 5755","ductal","smartseq2"
"cell 5756","ductal","smartseq2"
"cell 5757","ductal","smartseq2"
"cell 5758","ductal","smartseq2"
"cell 5759","ductal","smartseq2"
"cell 5760","ductal","smartseq2"
"cell 5761","ductal","smartseq2"
"cell 5762","ductal","smartseq2"
"cell 5763","ductal","smartseq2"
"cell 5764","ductal","smartseq2"
"cell 5765","ductal","smartseq2"
"cell 5766","ductal","smartseq2"
"cell 5767","ductal","smartseq2"
"cell 5768","ductal","smartseq2"
"cell 5769","ductal","smartseq2"
"cell 5770","ductal","smartseq2"
"cell 5771","ductal","smartseq2"
"cell 5772","ductal","smartseq2"
"cell 5773","ductal","smartseq2"
"cell 5774","ductal","smartseq2"
"cell 5775","ductal","smartseq2"
"cell 5776","ductal","smartseq2"
"cell 5777","ductal","smartseq2"
"cell 5778","ductal","smartseq2"
"cell 5779","ductal","smartseq2"
"cell 5780","ductal","smartseq2"
"cell 5781","gamma","smartseq2"
"cell 5782","gamma","smartseq2"
"cell 5783","gamma","smartseq2"
"cell 5784","gamma","smartseq2"
"cell 5785","gamma","smartseq2"
"cell 5786","gamma","smartseq2"
"cell 5787","gamma","smartseq2"
"cell 5788","gamma","smartseq2"
"cell 5789","gamma","smartseq2"
"cell 5790","gamma","smartseq2"
"cell 5791","gamma","smartseq2"
"cell 5792","gamma","smartseq2"
"cell 5793","gamma","smartseq2"
"cell 5794","gamma","smartseq2"
"cell 5795","gamma","smartseq2"
"cell 5796","gamma","smartseq2"
"cell 5797","gamma","smartseq2"
"cell 5798","gamma","smartseq2"
"cell 5799","gamma","smartseq2"
"cell 5800","gamma","smartseq2"
"cell 5801","gamma","smartseq2"
"cell 5802","gamma","smartseq2"
"cell 5803","gamma","smartseq2"
"cell 5804","gamma","smartseq2"
"cell 5805","gamma","smartseq2"
"cell 5806","gamma","smartseq2"
"cell 5807","gamma","smartseq2"
"cell 5808","gamma","smartseq2"
"cell 5809","gamma","smartseq2"
"cell 5810","gamma","smartseq2"
"cell 5811","gamma","smartseq2"
"cell 5812","gamma","smartseq2"
"cell 5813","gamma","smartseq2"
"cell 5814","gamma","smartseq2"
"cell 5815","gamma","smartseq2"
"cell 5816","gamma","smartseq2"
"cell 5817","gamma","smartseq2"
"cell 5818","gamma","smartseq2"
"cell 5819","gamma","smartseq2"
"cell 5820","gamma","smartseq2"
"cell 5821","gamma","smartseq2"
"cell 5822","gamma","smartseq2"
"cell 5823","gamma","smartseq2"
"cell 5824","gamma","smartseq2"
"cell 5825","gamma","smartseq2"
"cell 5826","gamma","smartseq2"
"cell 5827","gamma","smartseq2"
"cell 5828","gamma","smartseq2"
"cell 5829","gamma","smartseq2"
"cell 5830","gamma","smartseq2"
"cell 5831","gamma","smartseq2"
"cell 5832","gamma","smartseq2"
"cell 5833","gamma","smartseq2"
"cell 5834","gamma","smartseq2"
"cell 5835","gamma","smartseq2"
"cell 5836","gamma","smartseq2"
"cell 5837","gamma","smartseq2"
"cell 5838","gamma","smartseq2"
"cell 5839","gamma","smartseq2"
"cell 5840","gamma","smartseq2"
"cell 5841","gamma","smartseq2"
"cell 5842","gamma","smartseq2"
"cell 5843","gamma","smartseq2"
"cell 5844","gamma","smartseq2"
"cell 5845","gamma","smartseq2"
"cell 5846","gamma","smartseq2"
"cell 5847","gamma","smartseq2"
"cell 5848","gamma","smartseq2"
"cell 5849","gamma","smartseq2"
"cell 5850","gamma","smartseq2"
"cell 5851","gamma","smartseq2"
"cell 5852","gamma","smartseq2"
"cell 5853","gamma","smartseq2"
"cell 5854","gamma","smartseq2"
"cell 5855","gamma","smartseq2"
"cell 5856","gamma","smartseq2"
"cell 5857","gamma","smartseq2"
"cell 5858","gamma","smartseq2"
"cell 5859","gamma","smartseq2"
"cell 5860","gamma","smartseq2"
"cell 5861","gamma","smartseq2"
"cell 5862","gamma","smartseq2"
"cell 5863","gamma","smartseq2"
"cell 5864","gamma","smartseq2"
"cell 5865","gamma","smartseq2"
"cell 5866","gamma","smartseq2"
"cell 5867","gamma","smartseq2"
"cell 5868","gamma","smartseq2"
"cell 5869","gamma","smartseq2"
"cell 5870","gamma","smartseq2"
"cell 5871","gamma","smartseq2"
"cell 5872","gamma","smartseq2"
"cell 5873","gamma","smartseq2"
"cell 5874","gamma","smartseq2"
"cell 5875","gamma","smartseq2"
"cell 5876","gamma","smartseq2"
"cell 5877","gamma","smartseq2"
"cell 5878","gamma","smartseq2"
"cell 5879","gamma","smartseq2"
"cell 5880","gamma","smartseq2"
"cell 5881","gamma","smartseq2"
"cell 5882","gamma","smartseq2"
"cell 5883","gamma","smartseq2"
"cell 5884","gamma","smartseq2"
"cell 5885","gamma","smartseq2"
"cell 5886","gamma","smartseq2"
"cell 5887","gamma","smartseq2"
"cell 5888","gamma","smartseq2"
"cell 5889","gamma","smartseq2"
"cell 5890","gamma","smartseq2"
"cell 5891","gamma","smartseq2"
"cell 5892","gamma","smartseq2"
"cell 5893","gamma","smartseq2"
"cell 5894","gamma","smartseq2"
"cell 5895","gamma","smartseq2"
"cell 5896","gamma","smartseq2"
"cell 5897","gamma","smartseq2"
"cell 5898","gamma","smartseq2"
"cell 5899","gamma","smartseq2"
"cell 5900","gamma","smartseq2"
"cell 5901","gamma","smartseq2"
"cell 5902","gamma","smartseq2"
"cell 5903","gamma","smartseq2"
"cell 5904","gamma","smartseq2"
"cell 5905","gamma","smartseq2"
"cell 5906","gamma","smartseq2"
"cell 5907","gamma","smartseq2"
"cell 5908","gamma","smartseq2"
"cell 5909","gamma","smartseq2"
"cell 5910","gamma","smartseq2"
"cell 5911","gamma","smartseq2"
"cell 5912","gamma","smartseq2"
"cell 5913","gamma","smartseq2"
"cell 5914","gamma","smartseq2"
"cell 5915","gamma","smartseq2"
"cell 5916","gamma","smartseq2"
"cell 5917","gamma","smartseq2"
"cell 5918","gamma","smartseq2"
"cell 5919","gamma","smartseq2"
"cell 5920","gamma","smartseq2"
"cell 5921","gamma","smartseq2"
"cell 5922","gamma","smartseq2"
"cell 5923","gamma","smartseq2"
"cell 5924","gamma","smartseq2"
"cell 5925","gamma","smartseq2"
"cell 5926","gamma","smartseq2"
"cell 5927","gamma","smartseq2"
"cell 5928","gamma","smartseq2"
"cell 5929","gamma","smartseq2"
"cell 5930","gamma","smartseq2"
"cell 5931","gamma","smartseq2"
"cell 5932","gamma","smartseq2"
"cell 5933","gamma","smartseq2"
"cell 5934","gamma","smartseq2"
"cell 5935","gamma","smartseq2"
"cell 5936","gamma","smartseq2"
"cell 5937","gamma","smartseq2"
"cell 5938","gamma","smartseq2"
"cell 5939","gamma","smartseq2"
"cell 5940","gamma","smartseq2"
"cell 5941","gamma","smartseq2"
"cell 5942","gamma","smartseq2"
"cell 5943","gamma","smartseq2"
"cell 5944","gamma","smartseq2"
"cell 5945","gamma","smartseq2"
"cell 5946","gamma","smartseq2"
"cell 5947","gamma","smartseq2"
"cell 5948","gamma","smartseq2"
"cell 5949","gamma","smartseq2"
"cell 5950","gamma","smartseq2"
"cell 5951","gamma","smartseq2"
